time_s,0.0_cm,0.1_cm,0.2_cm,0.3_cm,0.4_cm,0.5_cm,0.6_cm,0.7_cm,0.8_cm,0.9_cm,1.0_cm,1.1_cm,1.2_cm,1.3_cm,1.4_cm,1.5_cm,1.6_cm,1.7_cm,1.8_cm,1.9_cm,2.0_cm
609,28.473658,28.476966,28.486922,28.503622,28.527224,28.557950,28.596085,28.641977,28.696035,28.758731,28.830598,28.912228,29.004272,29.107436,29.222473,29.350182,29.491400,29.647007,29.817956,30.005356,30.210614
610,28.475894,28.479209,28.489187,28.505922,28.529574,28.560364,28.598578,28.644562,28.698726,28.761542,28.833543,28.915320,29.007524,29.110858,29.226077,29.353977,29.495397,29.651221,29.822417,30.010119,30.215759
611,28.478134,28.481457,28.491456,28.508227,28.531929,28.562783,28.601075,28.647151,28.701422,28.764358,28.836492,28.918416,29.010779,29.114285,29.229685,29.357776,29.499398,29.655441,29.826889,30.014898,30.220922
612,28.480380,28.483709,28.493730,28.510537,28.534289,28.565207,28.603577,28.649746,28.704123,28.767179,28.839446,28.921517,29.014039,29.117715,29.233296,29.361579,29.503404,29.659670,29.831373,30.019693,30.226102
613,28.482630,28.485967,28.496009,28.512851,28.536653,28.567636,28.606084,28.652345,28.706828,28.770004,28.842405,28.924622,29.017303,29.121150,29.236912,29.365387,29.507416,29.663907,29.835869,30.024503,30.231298
614,28.484885,28.488229,28.498293,28.515171,28.539023,28.570069,28.608596,28.654949,28.709538,28.772834,28.845369,28.927732,29.020572,29.124588,29.240532,29.369199,29.511434,29.668151,29.840377,30.029329,30.236510
615,28.487145,28.490496,28.500581,28.517495,28.541397,28.572508,28.611112,28.657558,28.712253,28.775669,28.848337,28.930846,29.023844,29.128031,29.244156,29.373015,29.515458,29.672405,29.844897,30.034169,30.241736
616,28.489410,28.492768,28.502874,28.519824,28.543776,28.574951,28.613633,28.660171,28.714972,28.778508,28.851309,28.933965,29.027121,29.131478,29.247784,29.376836,29.519487,29.676667,29.849429,30.039024,30.246977
617,28.491680,28.495045,28.505173,28.522158,28.546160,28.577399,28.616159,28.662789,28.717697,28.781352,28.854286,28.937088,29.030403,29.134929,29.251416,29.380662,29.523524,29.680938,29.853973,30.043892,30.252233
618,28.493954,28.497326,28.507476,28.524497,28.548548,28.579851,28.618690,28.665412,28.720425,28.784201,28.857268,28.940215,29.033688,29.138385,29.255053,29.384493,29.527566,29.685218,29.858528,30.048774,30.257502
619,28.496233,28.499613,28.509783,28.526840,28.550941,28.582309,28.621226,28.668040,28.723159,28.787054,28.860254,28.943347,29.036978,29.141844,29.258694,29.388330,29.531616,29.689507,29.863094,30.053670,30.262784
620,28.498517,28.501904,28.512096,28.529189,28.553340,28.584771,28.623766,28.670672,28.725897,28.789911,28.863244,28.946483,29.040272,29.145308,29.262340,29.392172,29.535672,29.693805,29.867672,30.058578,30.268080
621,28.500806,28.504200,28.514414,28.531542,28.555743,28.587238,28.626311,28.673309,28.728640,28.792774,28.866239,28.949624,29.043571,29.148776,29.265991,29.396019,29.539735,29.698112,29.872262,30.063499,30.273388
622,28.503100,28.506501,28.516736,28.533900,28.558150,28.589709,28.628861,28.675951,28.731388,28.795641,28.869239,28.952769,29.046873,29.152249,29.269646,29.399872,29.543806,29.702428,29.876862,30.068433,30.278709
623,28.505398,28.508807,28.519063,28.536262,28.560563,28.592186,28.631415,28.678597,28.734140,28.798512,28.872243,28.955918,29.050180,29.155726,29.273306,29.403730,29.547883,29.706753,29.881474,30.073379,30.284042
624,28.507702,28.511117,28.521395,28.538630,28.562980,28.594667,28.633975,28.681249,28.736897,28.801389,28.875252,28.959072,29.053492,29.159208,29.276971,29.407594,29.551968,29.711088,29.886097,30.078337,30.289387
625,28.510010,28.513432,28.523731,28.541002,28.565402,28.597153,28.636539,28.683904,28.739659,28.804269,28.878265,28.962230,29.056808,29.162694,29.280641,29.411465,29.556060,29.715431,29.890730,30.083306,30.294743
626,28.512323,28.515753,28.526073,28.543379,28.567829,28.599644,28.639107,28.686565,28.742425,28.807155,28.881282,28.965393,29.060128,29.166185,29.284316,29.415341,29.560160,29.719784,29.895375,30.088288,30.300112
627,28.514641,28.518078,28.528419,28.545761,28.570261,28.602139,28.641681,28.689230,28.745196,28.810045,28.884304,28.968560,29.063453,29.169680,29.287996,29.419224,29.564268,29.724146,29.900029,30.093281,30.305491
628,28.516963,28.520407,28.530770,28.548148,28.572697,28.604640,28.644259,28.691900,28.747971,28.812939,28.887331,28.971732,29.066782,29.173180,29.291682,29.423112,29.568382,29.728517,29.904695,30.098285,30.310881
629,28.519291,28.522742,28.533126,28.550539,28.575138,28.607145,28.646842,28.694575,28.750751,28.815838,28.890362,28.974908,29.070116,29.176685,29.295373,29.427007,29.572505,29.732898,29.909371,30.103301,30.316283
630,28.521623,28.525081,28.535487,28.552935,28.577584,28.609655,28.649430,28.697255,28.753536,28.818742,28.893398,28.978088,29.073455,29.180195,29.299069,29.430909,29.576635,29.737287,29.914057,30.108328,30.321695
631,28.523960,28.527425,28.537853,28.555337,28.580035,28.612169,28.652022,28.699939,28.756326,28.821650,28.896438,28.981273,29.076798,29.183710,29.302771,29.434817,29.580773,29.741686,29.918754,30.113365,30.327118
632,28.526302,28.529774,28.540223,28.557742,28.582491,28.614689,28.654619,28.702627,28.759120,28.824563,28.899483,28.984463,29.080145,29.187229,29.306478,29.438731,29.584919,29.746093,29.923461,30.118413,30.332551
633,28.528649,28.532128,28.542598,28.560153,28.584951,28.617213,28.657221,28.705321,28.761918,28.827480,28.902532,28.987657,29.083498,29.190754,29.310192,29.442652,29.589072,29.750510,29.928178,30.123472,30.337995
634,28.531000,28.534487,28.544978,28.562569,28.587416,28.619742,28.659828,28.708019,28.764722,28.830402,28.905586,28.990856,29.086855,29.194284,29.313910,29.446580,29.593234,29.754936,29.932905,30.128541,30.343448
635,28.533356,28.536850,28.547363,28.564989,28.589886,28.622275,28.662439,28.710722,28.767530,28.833329,28.908644,28.994059,29.090216,29.197818,29.317635,29.450514,29.597403,29.759371,29.937642,30.133621,30.348912
636,28.535718,28.539218,28.549752,28.567414,28.592361,28.624814,28.665055,28.713429,28.770342,28.836260,28.911707,28.997267,29.093583,29.201358,29.321365,29.454455,29.601580,29.763815,29.942389,30.138711,30.354385
637,28.538083,28.541591,28.552146,28.569844,28.594840,28.627357,28.667676,28.716142,28.773160,28.839196,28.914774,29.000480,29.096954,29.204904,29.325101,29.458403,29.605765,29.768267,29.947145,30.143810,30.359869
638,28.540454,28.543969,28.554546,28.572278,28.597324,28.629905,28.670301,28.718858,28.775981,28.842136,28.917847,29.003697,29.100331,29.208454,29.328843,29.462358,29.609957,29.772729,29.951911,30.148920,30.365362
639,28.542830,28.546352,28.556949,28.574718,28.599813,28.632457,28.672931,28.721580,28.778808,28.845081,28.920923,29.006919,29.103712,29.212010,29.332592,29.466319,29.614158,29.777199,29.956687,30.154040,30.370864
640,28.545210,28.548739,28.559358,28.577162,28.602307,28.635015,28.675566,28.724306,28.781639,28.848030,28.924005,29.010146,29.107098,29.215571,29.336346,29.470288,29.618366,29.781679,29.961473,30.159170,30.376376
641,28.547595,28.551131,28.561772,28.579611,28.604806,28.637577,28.678206,28.727037,28.784475,28.850984,28.927090,29.013377,29.110489,29.219138,29.340106,29.474263,29.622583,29.786167,29.966267,30.164309,30.381897
642,28.549985,28.553528,28.564190,28.582064,28.607309,28.640143,28.680850,28.729772,28.787315,28.853943,28.930181,29.016613,29.113885,29.222710,29.343872,29.478245,29.626807,29.790664,29.971072,30.169457,30.387428
643,28.552379,28.555930,28.566613,28.584523,28.609817,28.642715,28.683499,28.732513,28.790160,28.856907,28.933276,29.019854,29.117287,29.226287,29.347645,29.482234,29.631039,29.795169,29.975885,30.174616,30.392967
644,28.554779,28.558336,28.569041,28.586986,28.612330,28.645291,28.686153,28.735257,28.793010,28.859875,28.936376,29.023100,29.120693,29.229871,29.351423,29.486231,29.635279,29.799684,29.980708,30.179783,30.398516
645,28.557183,28.560748,28.571473,28.589454,28.614847,28.647872,28.688811,28.738007,28.795864,28.862847,28.939481,29.026350,29.124104,29.233459,29.355208,29.490234,29.639527,29.804207,29.985540,30.184960,30.404074
646,28.559592,28.563164,28.573911,28.591927,28.617369,28.650458,28.691474,28.740761,28.798723,28.865824,28.942590,29.029606,29.127521,29.237054,29.358999,29.494244,29.643783,29.808738,29.990381,30.190147,30.409640
647,28.562006,28.565585,28.576353,28.594404,28.619896,28.653048,28.694142,28.743520,28.801587,28.868806,28.945704,29.032866,29.130943,29.240654,29.362797,29.498262,29.648047,29.813278,29.995231,30.195342,30.415215
648,28.564425,28.568011,28.578800,28.596887,28.622428,28.655643,28.696814,28.746283,28.804455,28.871793,28.948823,29.036131,29.134370,29.244259,29.366600,29.502286,29.652318,29.817827,30.000091,30.200546,30.420799
649,28.566848,28.570441,28.581251,28.599374,28.624964,28.658243,28.699491,28.749052,28.807328,28.874784,28.951947,29.039402,29.137802,29.247871,29.370410,29.506318,29.656598,29.822385,30.004959,30.205760,30.426392
650,28.569276,28.572876,28.583708,28.601865,28.627506,28.660848,28.702173,28.751824,28.810205,28.877780,28.955075,29.042677,29.141240,29.251488,29.374227,29.510356,29.660885,29.826950,30.009836,30.210982,30.431993
651,28.571709,28.575316,28.586169,28.604362,28.630052,28.663457,28.704860,28.754602,28.813088,28.880781,28.958208,29.045957,29.144682,29.255111,29.378050,29.514402,29.665180,29.831524,30.014722,30.216213,30.437602
652,28.574147,28.577761,28.588635,28.606863,28.632602,28.666071,28.707551,28.757384,28.815974,28.883786,28.961346,29.049242,29.148131,29.258740,29.381879,29.518455,29.669483,29.836107,30.019616,30.221453,30.443220
653,28.576589,28.580211,28.591106,28.609369,28.635158,28.668690,28.710247,28.760171,28.818866,28.886797,28.964489,29.052533,29.151584,29.262374,29.385715,29.522515,29.673793,29.840698,30.024519,30.226702,30.448846
654,28.579037,28.582665,28.593582,28.611880,28.637718,28.671313,28.712947,28.762963,28.821762,28.889811,28.967637,29.055828,29.155043,29.266015,29.389557,29.526582,29.678112,29.845297,30.029431,30.231959,30.454481
655,28.581489,28.585124,28.596062,28.614396,28.640283,28.673941,28.715653,28.765759,28.824663,28.892831,28.970789,29.059128,29.158508,29.269661,29.393406,29.530656,29.682438,29.849905,30.034352,30.237225,30.460123
656,28.583946,28.587588,28.598547,28.616916,28.642852,28.676574,28.718363,28.768560,28.827569,28.895856,28.973947,29.062434,29.161978,29.273313,29.397261,29.534738,29.686772,29.854521,30.039281,30.242499,30.465774
657,28.586407,28.590057,28.601037,28.619441,28.645427,28.679212,28.721077,28.771365,28.830479,28.898885,28.977109,29.065745,29.165453,29.276972,29.401123,29.538826,29.691114,29.859145,30.044219,30.247782,30.471433
658,28.588874,28.592530,28.603531,28.621971,28.648006,28.681854,28.723797,28.774176,28.833395,28.901919,28.980276,29.069060,29.168934,29.280636,29.404991,29.542922,29.695464,29.863778,30.049165,30.253073,30.477100
659,28.591345,28.595008,28.606031,28.624506,28.650590,28.684501,28.726521,28.776991,28.836314,28.904958,28.983449,29.072382,29.172421,29.284306,29.408866,29.547025,29.699821,29.868418,30.054119,30.258373,30.482775
660,28.593821,28.597491,28.608535,28.627045,28.653178,28.687153,28.729250,28.779811,28.839239,28.908001,28.986626,29.075708,29.175913,29.287983,29.412747,29.551135,29.704186,29.873067,30.059082,30.263681,30.488457
661,28.596301,28.599979,28.611044,28.629589,28.655771,28.689809,28.731983,28.782635,28.842168,28.911050,28.989808,29.079039,29.179410,29.291665,29.416635,29.555252,29.708559,29.877724,30.064053,30.268993,30.494043
662,28.598787,28.602472,28.613557,28.632138,28.658369,28.692471,28.734721,28.785464,28.845103,28.914103,28.992995,29.082376,29.182914,29.295354,29.420530,29.559377,29.712939,29.882388,30.069031,30.274296,30.499556
663,28.601277,28.604969,28.616076,28.634691,28.660972,28.695136,28.737464,28.788298,28.848041,28.917161,28.996188,29.085718,29.186422,29.299048,29.424431,29.563508,29.717327,29.887061,30.074013,30.279582,30.505023
664,28.603772,28.607471,28.618599,28.637250,28.663580,28.697807,28.740212,28.791137,28.850985,28.920224,28.999385,29.089066,29.189937,29.302749,29.428339,29.567647,29.721722,29.891740,30.078997,30.284849,30.510456
665,28.606272,28.609978,28.621127,28.639813,28.666192,28.700482,28.742964,28.793980,28.853934,28.923292,29.002587,29.092418,29.193457,29.306455,29.432254,29.571793,29.726125,29.896426,30.083980,30.290099,30.515860
666,28.608776,28.612489,28.623659,28.642380,28.668809,28.703162,28.745721,28.796828,28.856887,28.926365,29.005795,29.095776,29.196983,29.310168,29.436175,29.575946,29.730535,29.901117,30.088960,30.295332,30.521239
667,28.611285,28.615005,28.626197,28.644953,28.671430,28.705847,28.748483,28.799681,28.859845,28.929443,29.009007,29.099140,29.200515,29.313887,29.440103,29.580105,29.734952,29.905812,30.093937,30.300549,30.526597
668,28.613799,28.617526,28.628739,28.647530,28.674057,28.708537,28.751250,28.802539,28.862808,28.932526,29.012225,29.102509,29.204052,29.317613,29.444037,29.584272,29.739375,29.910510,30.098909,30.305751,30.531935
669,28.616318,28.620052,28.631286,28.650112,28.676688,28.711231,28.754021,28.805401,28.865776,28.935613,29.015448,29.105883,29.207595,29.321344,29.447978,29.588446,29.743805,29.915211,30.103876,30.310939,30.537256
670,28.618841,28.622583,28.633837,28.652699,28.679324,28.713930,28.756797,28.808268,28.868748,28.938706,29.018676,29.109263,29.211144,29.325082,29.451925,29.592626,29.748239,29.919913,30.108837,30.316113,30.542560
671,28.621370,28.625118,28.636393,28.655290,28.681964,28.716633,28.759578,28.811140,28.871726,28.941804,29.021909,29.112648,29.214699,29.328825,29.455879,29.596813,29.752678,29.924616,30.113793,30.321275,30.547850
672,28.623903,28.627658,28.638955,28.657887,28.684610,28.719342,28.762363,28.814017,28.874708,28.944906,29.025148,29.116038,29.218260,29.332575,29.459840,29.601005,29.757122,29.929320,30.118743,30.326426,30.553126
673,28.626440,28.630203,28.641520,28.660487,28.687260,28.722055,28.765154,28.816898,28.877695,28.948014,29.028391,29.119434,29.221826,29.336332,29.463807,29.605204,29.761570,29.934025,30.123688,30.331566,30.558390
674,28.628983,28.632752,28.644091,28.663093,28.689914,28.724773,28.767949,28.819785,28.880687,28.951127,29.031640,29.122836,29.225398,29.340094,29.467780,29.609408,29.766022,29.938728,30.128627,30.336695,30.563641
675,28.631530,28.635306,28.646666,28.665703,28.692574,28.727495,28.770748,28.822676,28.883684,28.954244,29.034894,29.126243,29.228976,29.343862,29.471759,29.613618,29.770477,29.943432,30.133560,30.341814,30.568881
676,28.634082,28.637865,28.649246,28.668319,28.695238,28.730223,28.773553,28.825572,28.886686,28.957367,29.038153,29.129655,29.232560,29.347636,29.475744,29.617832,29.774936,29.948135,30.138488,30.346923,30.574111
677,28.636639,28.640429,28.651831,28.670938,28.697907,28.732955,28.776362,28.828473,28.889693,28.960495,29.041418,29.133074,29.236150,29.351417,29.479735,29.622052,29.779396,29.952836,30.143411,30.352024,30.579331
678,28.639200,28.642997,28.654421,28.673563,28.700581,28.735692,28.779176,28.831378,28.892705,28.963628,29.044688,29.136497,29.239745,29.355203,29.483731,29.626277,29.783860,29.957537,30.148328,30.357116,30.584541
679,28.641766,28.645571,28.657015,28.676192,28.703259,28.738433,28.781995,28.834289,28.895721,28.966766,29.047963,29.139926,29.243346,29.358995,29.487733,29.630505,29.788325,29.962236,30.153240,30.362200,30.589743
680,28.644337,28.648148,28.659614,28.678826,28.705942,28.741180,28.784819,28.837204,28.898743,28.969909,29.051243,29.143361,29.246953,29.362793,29.491741,29.634739,29.792793,29.966934,30.158147,30.367276,30.594936
681,28.646913,28.650731,28.662217,28.681465,28.708630,28.743931,28.787647,28.840124,28.901770,28.973057,29.054529,29.146801,29.250566,29.366597,29.495754,29.638976,29.797262,29.971631,30.163049,30.372344,30.600121
682,28.649493,28.653319,28.664826,28.684109,28.711323,28.746687,28.790481,28.843049,28.904801,28.976210,29.057820,29.150247,29.254184,29.370406,29.499772,29.643217,29.801733,29.976326,30.167946,30.377406,30.605298
683,28.652078,28.655911,28.667439,28.686757,28.714020,28.749447,28.793319,28.845979,28.907838,28.979369,29.061117,29.153698,29.257808,29.374221,29.503795,29.647462,29.806205,29.981019,30.172839,30.382460,30.610468
684,28.654668,28.658508,28.670057,28.689410,28.716722,28.752213,28.796162,28.848914,28.910879,28.982532,29.064418,29.157155,29.261438,29.378042,29.507823,29.651710,29.810679,29.985711,30.177727,30.387508,30.615631
685,28.657263,28.661109,28.672680,28.692068,28.719429,28.754983,28.799009,28.851854,28.913926,28.985701,29.067726,29.160618,29.265073,29.381867,29.511855,29.655961,29.815153,29.990401,30.182610,30.392550,30.620787
686,28.659862,28.663716,28.675307,28.694730,28.722141,28.757758,28.801862,28.854799,28.916977,28.988875,29.071038,29.164085,29.268714,29.385698,29.515893,29.660216,29.819629,29.995089,30.187489,30.397585,30.625937
687,28.662466,28.666327,28.677939,28.697398,28.724858,28.760538,28.804719,28.857748,28.920034,28.992054,29.074356,29.167559,29.272360,29.389535,29.519934,29.664474,29.824106,29.999776,30.192364,30.402615,30.631080
688,28.665075,28.668943,28.680576,28.700070,28.727579,28.763322,28.807582,28.860703,28.923096,28.995239,29.077679,29.171037,29.276012,29.393376,29.523980,29.668734,29.828583,30.004461,30.197235,30.407639,30.636218
689,28.667689,28.671563,28.683218,28.702746,28.730305,28.766112,28.810449,28.863662,28.926162,28.998428,29.081007,29.174522,29.279669,29.397223,29.528031,29.672998,29.833061,30.009144,30.202102,30.412657,30.641350
690,28.670307,28.674188,28.685864,28.705428,28.733035,28.768906,28.813321,28.866626,28.929234,29.001623,29.084341,29.178011,29.283331,29.401074,29.532085,29.677264,29.837540,30.013826,30.206965,30.417671,30.646476
